suicidal1,Poet_1,suicidal,>> Winter Trees,poem#1,sample_id#1, The wet dawn inks are doing their blue dissolve. On their blotter of fog the trees Seem a botanical drawing -- Memories growing. ring on ring. A series of weddings.,31
suicidal2,Poet_1,suicidal,>> Winter Trees,poem#1,sample_id#2, Knowing neither abortions nor bitchery. Truer than women. They seed so effortlessly! Tasting the winds. that are footless. Waist-deep in history --,23
suicidal3,Poet_1,suicidal,>> Winter Trees,poem#2,sample_id#3, Full of wings. otherworldliness. In this. they are Ledas. O mother of leaves and sweetness Who are these pietàs? The shadows of ringdoves chanting. but chasing nothing.,28
suicidal4,Poet_1,suicidal,>> Child,poem#2,sample_id#4, Your clear eye is the one absolutely beautiful thing. I want to fill it with color and ducks. The zoo of the new Whose name you meditate -- April snowdrop. Indian pipe.,33
suicidal5,Poet_1,suicidal,>> Child,poem#2,sample_id#5, Little Stalk without wrinkle. Pool in which images Should be grand and classical Not this troublous,17
suicidal6,Poet_1,suicidal,>> Child,poem#3,sample_id#6, Wringing of hands. this dark Ceiling without a star.,10
suicidal7,Poet_1,suicidal,>>Childless Woman,poem#3,sample_id#7, The womb Rattles its pod. the moon Discharges itself from the tree with nowhere to go. My landscape is a hand with no lines. The roads bunched to a knot.,31
suicidal8,Poet_1,suicidal,>>Childless Woman,poem#3,sample_id#8, The knot myself. Myself the rose you acheive--- This body. This ivory Ungodly as a child's shriek.,18
suicidal9,Poet_1,suicidal,>>Childless Woman,poem#3,sample_id#9, Spiderlike. I spin mirrors. Loyal to my image. Uttering nothing but blood--- Taste it. dark red! And my forest,20
suicidal10,Poet_1,suicidal,>>Childless Woman,poem#4,sample_id#10, My funeral. And this hill and this Gleaming with the mouths of corpses.,14
suicidal11,Poet_1,suicidal,>>Brasilia,poem#4,sample_id#11, Will they occur. These people with torso of steel Winged elbows and eyeholes Awaiting masses Of cloud to give them expression.,22
suicidal12,Poet_1,suicidal,>>Brasilia,poem#4,sample_id#12, These super-people! - And my baby a nail Driven. driven in. He shrieks in his grease Bones nosing for distance.,21
suicidal13,Poet_1,suicidal,>>Brasilia,poem#4,sample_id#13, And I. nearly extinct. His three teeth cutting Themselves on my thumb - And the star. The old story.,20
suicidal14,Poet_1,suicidal,>>Brasilia,poem#4,sample_id#14, In the lane I meet sheep and wagons. Red earth. motherly blood. O You who eat People like light rays. leave This one,24
suicidal15,Poet_1,suicidal,>>Brasilia,poem#5,sample_id#15, Mirror safe. unredeemed By the dove's annihilation. The glory The power. the glory.,14
