suicidal0,Poet_1,suicidal,,poem#0, sample_id#0, The wet dawn inks are doing their blue dissolve. On their blotter of fog the trees,16
suicidal1,Poet_1,suicidal,,poem#0, sample_id#1, Seem a botanical drawing -- Memories growing. ring on ring.,9
suicidal2,Poet_1,suicidal,,poem#0, sample_id#2, A series of weddings. Knowing neither abortions nor bitchery.,9
suicidal3,Poet_1,suicidal,,poem#0, sample_id#3, Truer than women. They seed so effortlessly!,7
suicidal4,Poet_1,suicidal,,poem#0, sample_id#4, Tasting the winds. that are footless. Waist-deep in history --,10
suicidal5,Poet_1,suicidal,,poem#0, sample_id#5, Full of wings. otherworldliness. In this. they are Ledas.,9
suicidal6,Poet_1,suicidal,,poem#0, sample_id#6, O mother of leaves and sweetness Who are these pietàs?,10
suicidal7,Poet_1,suicidal,,poem#0, sample_id#7, The shadows of ringdoves chanting. but chasing nothing.,8
suicidal8,Poet_1,suicidal,>> Child,poem#1, sample_id#8, Your clear eye is the one absolutely beautiful thing. I want to fill it with color and ducks.,18
suicidal9,Poet_1,suicidal,>> Child,poem#1, sample_id#9, The zoo of the new Whose name you meditate --,9
suicidal10,Poet_1,suicidal,>> Child,poem#1, sample_id#10, April snowdrop. Indian pipe. Little,5
suicidal11,Poet_1,suicidal,>> Child,poem#1, sample_id#11, Stalk without wrinkle. Pool in which images,7
suicidal12,Poet_1,suicidal,>> Child,poem#1, sample_id#12, Should be grand and classical Not this troublous,8
suicidal13,Poet_1,suicidal,>> Child,poem#1, sample_id#13, Wringing of hands. this dark Ceiling without a star.,9
suicidal14,Poet_1,suicidal,>>Childless Woman,poem#2, sample_id#14, The womb Rattles its pod. the moon,7
suicidal15,Poet_1,suicidal,>>Childless Woman,poem#2, sample_id#15, Discharges itself from the tree with nowhere to go. My landscape is a hand with no lines.,17
suicidal16,Poet_1,suicidal,>>Childless Woman,poem#2, sample_id#16, The roads bunched to a knot. The knot myself.,9
suicidal17,Poet_1,suicidal,>>Childless Woman,poem#2, sample_id#17, Myself the rose you acheive--- This body.,7
suicidal18,Poet_1,suicidal,>>Childless Woman,poem#2, sample_id#18, This ivory Ungodly as a child's shriek.,8
suicidal19,Poet_1,suicidal,>>Childless Woman,poem#2, sample_id#19, Spiderlike. I spin mirrors. Loyal to my image.,8
suicidal20,Poet_1,suicidal,>>Childless Woman,poem#2, sample_id#20, Uttering nothing but blood--- Taste it. dark red!,8
suicidal21,Poet_1,suicidal,>>Childless Woman,poem#2, sample_id#21, And my forest My funeral.,5
suicidal22,Poet_1,suicidal,>>Childless Woman,poem#2, sample_id#22, And this hill and this Gleaming with the mouths of corpses.,11
suicidal23,Poet_1,suicidal,>>Brasilia,poem#3, sample_id#23, Will they occur. These people with torso of steel,9
suicidal24,Poet_1,suicidal,>>Brasilia,poem#3, sample_id#24, Winged elbows and eyeholes Awaiting masses,6
suicidal25,Poet_1,suicidal,>>Brasilia,poem#3, sample_id#25, Of cloud to give them expression. These super-people! -,9
suicidal26,Poet_1,suicidal,>>Brasilia,poem#3, sample_id#26, And my baby a nail Driven. driven in.,8
suicidal27,Poet_1,suicidal,>>Brasilia,poem#3, sample_id#27, He shrieks in his grease Bones nosing for distance.,9
suicidal28,Poet_1,suicidal,>>Brasilia,poem#3, sample_id#28, And I. nearly extinct. His three teeth cutting,8
suicidal29,Poet_1,suicidal,>>Brasilia,poem#3, sample_id#29, Themselves on my thumb - And the star.,7
suicidal30,Poet_1,suicidal,>>Brasilia,poem#3, sample_id#30, The old story. In the lane I meet sheep and wagons.,11
suicidal31,Poet_1,suicidal,>>Brasilia,poem#3, sample_id#31, Red earth. motherly blood. O You who eat,8
suicidal32,Poet_1,suicidal,>>Brasilia,poem#3, sample_id#32, People like light rays. leave This one,7
suicidal33,Poet_1,suicidal,>>Brasilia,poem#3, sample_id#33, Mirror safe. unredeemed By the dove's annihilation.,8
suicidal34,Poet_1,suicidal,>>Brasilia,poem#3, sample_id#34, The glory The power. the glory.,6
suicidal35,Poet_1,suicidal,>>Gigolo,poem#4, sample_id#35, Pocket watch. I tick well. The streets are lizardy crevices,10
suicidal36,Poet_1,suicidal,>>Gigolo,poem#4, sample_id#36, Sheer-sided. with holes where to hide. It is best to meet in a cul-de-sac.,17
suicidal37,Poet_1,suicidal,>>Gigolo,poem#4, sample_id#37, A palace of velvet With windows of mirrors.,8
suicidal38,Poet_1,suicidal,>>Gigolo,poem#4, sample_id#38, There one is safe. There are no family photographs.,9
suicidal39,Poet_1,suicidal,>>Gigolo,poem#4, sample_id#39, No rings through the nose. no cries. Bright fish hooks. the smiles of women,14
suicidal40,Poet_1,suicidal,>>Gigolo,poem#4, sample_id#40, Gulp at my bulk And I. in my snazzy blacks.,10
suicidal41,Poet_1,suicidal,>>Gigolo,poem#4, sample_id#41, Mill a litter of breasts like jellyfish. To nourish,9
suicidal42,Poet_1,suicidal,>>Gigolo,poem#4, sample_id#42, The cellos of moans I eat eggs - Eggs and fish. the essentials.,12
suicidal43,Poet_1,suicidal,>>Gigolo,poem#4, sample_id#43, The aphrodisiac squid. My mouth sags.,6
suicidal44,Poet_1,suicidal,>>Gigolo,poem#4, sample_id#44, The mouth of Christ When my engine reaches the end of it.,12
suicidal45,Poet_1,suicidal,>>Gigolo,poem#4, sample_id#45, The tattle of my Gold joints. my way of turning,10
suicidal46,Poet_1,suicidal,>>Gigolo,poem#4, sample_id#46, Bitches to ripples of silver Rolls out a carpet. a hush.,11
suicidal47,Poet_1,suicidal,>>Gigolo,poem#4, sample_id#47, And there is no end. no end of it. I shall never grow old. New oysters,16
suicidal48,Poet_1,suicidal,>>Gigolo,poem#4, sample_id#48, Shriek in the sea and I Glitter like Fontainebleau,9
suicidal49,Poet_1,suicidal,>>Gigolo,poem#4, sample_id#49, Gratified. All the fall of water and eye,8
suicidal50,Poet_1,suicidal,>>Gigolo,poem#4, sample_id#50, Over whose pool I tenderly Lean and see me.,9
suicidal51,Poet_1,suicidal,>> Sheep in Fog,poem#5, sample_id#51, The hills step off into whiteness. People or stars,9
suicidal52,Poet_1,suicidal,>> Sheep in Fog,poem#5, sample_id#52, Regard me sadly. I disappoint them. The train leaves a line of breath.,13
suicidal53,Poet_1,suicidal,>> Sheep in Fog,poem#5, sample_id#53, O slow Horse the color of rust.,7
suicidal54,Poet_1,suicidal,>> Sheep in Fog,poem#5, sample_id#54, Hooves. dolorous bells-- All morning the,6
suicidal55,Poet_1,suicidal,>> Sheep in Fog,poem#5, sample_id#55, Morning has been blackening. A flower left out.,8
suicidal56,Poet_1,suicidal,>> Sheep in Fog,poem#5, sample_id#56, My bones hold a stillness. the far Fields melt my heart.,11
suicidal57,Poet_1,suicidal,>> Sheep in Fog,poem#5, sample_id#57, They threaten To let me through to a heaven,9
suicidal58,Poet_1,suicidal,>> Sheep in Fog,poem#5, sample_id#58, Starless and fatherless. a dark water.,6
suicidal59,Poet_1,suicidal,>> Edge,poem#6, sample_id#59, The woman is perfected. Her dead,6
suicidal60,Poet_1,suicidal,>> Edge,poem#6, sample_id#60, Body wears the smile of accomplishment. The illusion of a Greek necessity,12
suicidal61,Poet_1,suicidal,>> Edge,poem#6, sample_id#61, Flows in the scrolls of her toga. Her bare,9
suicidal62,Poet_1,suicidal,>> Edge,poem#6, sample_id#62, Feet seem to be saying: We have come so far. it is over.,13
suicidal63,Poet_1,suicidal,>> Edge,poem#6, sample_id#63, Each dead child coiled. a white serpent. One at each little,11
suicidal64,Poet_1,suicidal,>> Edge,poem#6, sample_id#64, Pitcher of milk. now empty. She has folded,8
suicidal65,Poet_1,suicidal,>> Edge,poem#6, sample_id#65, Them back into her body as petals Of a rose close when the garden,14
suicidal66,Poet_1,suicidal,>> Edge,poem#6, sample_id#66, Stiffens and odors bleed From the sweet. deep throats of the night flower.,13
suicidal67,Poet_1,suicidal,>> Edge,poem#6, sample_id#67, The moon has nothing to be sad about. Staring from her hood of bone.,14
suicidal68,Poet_1,suicidal,>> Edge,poem#6, sample_id#68, She is used to this sort of thing. Her blacks crackle and drag.,13
suicidal69,Poet_1,suicidal,>> Balloons,poem#7, sample_id#69, Since Christmas they have lived with us. Guileless and clear.,10
suicidal70,Poet_1,suicidal,>> Balloons,poem#7, sample_id#70, Oval soul-animals. Taking up half the space.,8
suicidal71,Poet_1,suicidal,>> Balloons,poem#7, sample_id#71, Moving and rubbing on the silk Invisible air drifts.,9
suicidal72,Poet_1,suicidal,>> Balloons,poem#7, sample_id#72, Giving a shriek and pop When attacked. then scooting to rest. barely trembling.,13
suicidal73,Poet_1,suicidal,>> Balloons,poem#7, sample_id#73, Yellow cathead. blue fish--- Such queer moons we live with,10
suicidal74,Poet_1,suicidal,>> Balloons,poem#7, sample_id#74, Instead of dead furniture! Straw mats. white walls,8
suicidal75,Poet_1,suicidal,>> Balloons,poem#7, sample_id#75, And these traveling Globes of thin air. red. green.,9
suicidal76,Poet_1,suicidal,>> Balloons,poem#7, sample_id#76, Delighting The heart like wishes or free,7
suicidal77,Poet_1,suicidal,>> Balloons,poem#7, sample_id#77, Peacocks blessing Old ground with a feather,7
suicidal78,Poet_1,suicidal,>> Balloons,poem#7, sample_id#78, Beaten in starry metals. Your small,6
suicidal79,Poet_1,suicidal,>> Balloons,poem#7, sample_id#79, Brother is making His balloon squeak like a cat.,9
suicidal80,Poet_1,suicidal,>> Balloons,poem#7, sample_id#80, Seeming to see A funny pink world he might eat on the other side of it.,16
suicidal81,Poet_1,suicidal,>> Balloons,poem#7, sample_id#81, He bites. Then sits,4
suicidal82,Poet_1,suicidal,>> Balloons,poem#7, sample_id#82, Back. fat jug Contemplating a world clear as water.,9
suicidal83,Poet_2,suicidal,>> Balloons,poem#7, sample_id#83, A red Shred in his little fist.,7
suicidal84,Poet_2,suicidal,>>AN AWFUL ROWING TOWARD GOD.,poem#8, sample_id#84, ROWING A story. a story!,5
suicidal85,Poet_2,suicidal,>>AN AWFUL ROWING TOWARD GOD.,poem#8, sample_id#85, (Let it go. Let it come.) I was stamped out like a Plymouth fender,14
suicidal86,Poet_2,suicidal,>>AN AWFUL ROWING TOWARD GOD.,poem#8, sample_id#86, into this world. First came the crib,7
suicidal87,Poet_2,suicidal,>>AN AWFUL ROWING TOWARD GOD.,poem#8, sample_id#87, with it’s glacial bars. Then dolls,7
suicidal88,Poet_2,suicidal,>>AN AWFUL ROWING TOWARD GOD.,poem#8, sample_id#88, and the devotion to their plastic mouths. Then there was school.,11
suicidal89,Poet_2,suicidal,>>AN AWFUL ROWING TOWARD GOD.,poem#8, sample_id#89, the little straight rows of chairs. blotting my name over and over.,12
suicidal90,Poet_2,suicidal,>>AN AWFUL ROWING TOWARD GOD.,poem#8, sample_id#90, but undersea all the time. a stranger whose elbows wouldn’t work.,12
suicidal91,Poet_2,suicidal,>>AN AWFUL ROWING TOWARD GOD.,poem#8, sample_id#91, Then there was life with it’s cruel houses,9
suicidal92,Poet_2,suicidal,>>AN AWFUL ROWING TOWARD GOD.,poem#8, sample_id#92, and people who seldom touched – though touch is all –,9
suicidal93,Poet_2,suicidal,>>AN AWFUL ROWING TOWARD GOD.,poem#8, sample_id#93, but I grew. like a pig in a trenchcoat I grew.,11
suicidal94,Poet_2,suicidal,>>AN AWFUL ROWING TOWARD GOD.,poem#8, sample_id#94, and then there were many strange apparitions. the nagging rain. the sun turning into poison,15
suicidal95,Poet_2,suicidal,>>AN AWFUL ROWING TOWARD GOD.,poem#8, sample_id#95, and all of that. saws working through my heart. but I grew. I grew.,14
suicidal96,Poet_2,suicidal,>>AN AWFUL ROWING TOWARD GOD.,poem#8, sample_id#96, and God was there like an island I had not rowed to. still ignorant of Him. my arms and my legs worked.,22
suicidal97,Poet_2,suicidal,>>AN AWFUL ROWING TOWARD GOD.,poem#8, sample_id#97, and I grew. I grew. I wore rubies and bought tomatoes,11
suicidal98,Poet_2,suicidal,>>AN AWFUL ROWING TOWARD GOD.,poem#8, sample_id#98, and now. in my middle age. about nineteen in the head I’d say.,14
suicidal99,Poet_2,suicidal,>>AN AWFUL ROWING TOWARD GOD.,poem#8, sample_id#99, I am rowing. I am rowing though the oarlocks stick and are rusty,13
suicidal100,Poet_2,suicidal,>>AN AWFUL ROWING TOWARD GOD.,poem#8, sample_id#100, and the sea blinks and rolls like a worried eyeball.,10
suicidal101,Poet_2,suicidal,>>AN AWFUL ROWING TOWARD GOD.,poem#8, sample_id#101, but I am rowing. I am rowing. though the wind pushes me back,13
suicidal102,Poet_2,suicidal,>>AN AWFUL ROWING TOWARD GOD.,poem#8, sample_id#102, and I know that that island will not be perfect. it will have the flaws of life.,17
suicidal103,Poet_2,suicidal,>>AN AWFUL ROWING TOWARD GOD.,poem#8, sample_id#103, the absurdities of the dinner table. but there will be a door,12
suicidal104,Poet_2,suicidal,>>AN AWFUL ROWING TOWARD GOD.,poem#8, sample_id#104, and I will open it and I will get rid of the rat inside of me.,16
suicidal105,Poet_2,suicidal,>>AN AWFUL ROWING TOWARD GOD.,poem#8, sample_id#105, the gnawing pestilential rat. God will take it with his two hands,12
suicidal106,Poet_2,suicidal,>>AN AWFUL ROWING TOWARD GOD.,poem#8, sample_id#106, and embrace it. As the African says:,7
suicidal107,Poet_2,suicidal,>>AN AWFUL ROWING TOWARD GOD.,poem#8, sample_id#107, This is my tale which I have told. if it be sweet. if it be not sweet.,17
suicidal108,Poet_2,suicidal,>>AN AWFUL ROWING TOWARD GOD.,poem#8, sample_id#108, take somewhere else and let some return to me. This story ends with me still rowing.,16
suicidal109,Poet_2,suicidal,>> THE ROWING ENDETH,poem#9, sample_id#109, I’m mooring my rowboat at the dock of the island called God.,13
suicidal110,Poet_2,suicidal,>> THE ROWING ENDETH,poem#9, sample_id#110, This dock is made in the shape of a fish and there are many boats moored,16
suicidal111,Poet_2,suicidal,>> THE ROWING ENDETH,poem#9, sample_id#111, at many different docks. “It’s okay.” I say to myself.,11
suicidal112,Poet_2,suicidal,>> THE ROWING ENDETH,poem#9, sample_id#112, with blisters that broke and healed and broke and healed –,10
suicidal113,Poet_2,suicidal,>> THE ROWING ENDETH,poem#9, sample_id#113, saving themselves over and over. And salt sticking to my face and arms like,14
suicidal114,Poet_2,suicidal,>> THE ROWING ENDETH,poem#9, sample_id#114, a glue-skin pocked with grains of tapioca. I empty myself from my wooden boat,15
suicidal115,Poet_2,suicidal,>> THE ROWING ENDETH,poem#9, sample_id#115, and onto the flesh of The Island. “On with it!” He says and thus,14
suicidal116,Poet_2,suicidal,>> THE ROWING ENDETH,poem#9, sample_id#116, we squat on the rocks by the sea and play – can it be true –,14
suicidal117,Poet_2,suicidal,>> THE ROWING ENDETH,poem#9, sample_id#117, a game of poker. He calls me.,7
suicidal118,Poet_2,suicidal,>> THE ROWING ENDETH,poem#9, sample_id#118, I win because I hold a royal straight flush. He wins because He holds five aces.,16
suicidal119,Poet_2,suicidal,>> THE ROWING ENDETH,poem#9, sample_id#119, A wild card had been announced but I had not heard it,12
suicidal120,Poet_2,suicidal,>> THE ROWING ENDETH,poem#9, sample_id#120, being in such a state of awe when He took out the cards and dealt.,15
suicidal121,Poet_2,suicidal,>> THE ROWING ENDETH,poem#9, sample_id#121, As he plunks down His five aces and I am still grinning at my royal flush.,16
suicidal122,Poet_2,suicidal,>> THE ROWING ENDETH,poem#9, sample_id#122, He starts to laugh. and laughter rolling like a hoop out of His mouth,14
suicidal123,Poet_2,suicidal,>> THE ROWING ENDETH,poem#9, sample_id#123, and into mine. and such laughter that He doubles right over me,12
suicidal124,Poet_2,suicidal,>> THE ROWING ENDETH,poem#9, sample_id#124, laughing a Rejoice-Chorus at our two triumphs. Then I laugh. the fishy dock laughs,15
suicidal125,Poet_2,suicidal,>> THE ROWING ENDETH,poem#9, sample_id#125, the sea laughs. The Island laughs. The Absurd laughs.,9
suicidal126,Poet_2,suicidal,>> THE ROWING ENDETH,poem#9, sample_id#126, Dearest dealer. I with my royal straight flush.,8
